RA,Ano,Nome,Fase,Turma,Genero,Ano_ingresso,Instituicao,Idade,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem,Mat,Por,Ing,Atingiu_PV,Indicado_bolsa,Fase_ideal,Tempo_PM,Em_defasagem
RA-1172,2024,Aluno-1172,5A,5A,Feminino,2023,Pública,17.0,Quartzo,5.719565079333334,7.5,6.0634920633333325,6.26,7.25,3.3333333333333335,6.196,5.0,-1,0.0,5.0,5.0,,,Fase 6 (2° EM),1.0,1
RA-180,2024,Aluno-180,5A,5A,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,2,9.0,8.5,8.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-181,2024,Aluno-181,5A,5A,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Ametista,7.439841414133334,7.5,8.737373737333334,6.26,7.625,4.333333333333333,8.436,10.0,0,0.0,7.5,5.5,,,Fase 5 (1° EM),3.0,0
RA-121,2024,Aluno-121,5A,5A,Feminino,2021,Pública,17.0,Ametista,7.476158297266668,8.751,8.152958153,6.26,7.25,8.833333333333334,6.764,5.0,-2,7.5,9.0,10.0,,,Fase 7 (3° EM),3.0,1
RA-211,2024,Aluno-211,5A,5A,Masculino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.283601875933334,9.585,9.379509379666667,7.51,7.25,7.0,7.866,10.0,0,5.5,6.5,9.0,,,Fase 5 (1° EM),3.0,0
RA-1198,2024,Aluno-1198,5A,5A,Feminino,2023,Pública,17.0,Ágata,6.9217748918,8.751,9.458874459,7.51,7.375,3.5,7.332,5.0,-1,0.0,1.0,9.5,,,Fase 6 (2° EM),1.0,1
RA-110,2024,Aluno-110,5A,5A,Masculino,2021,Privada - Programa de Apadrinhamento,16.0,Topázio,8.6324939394,9.168,9.696969697,6.255,7.5,8.5,8.504,10.0,0,10.0,7.0,8.5,,,Fase 5 (1° EM),3.0,0
RA-189,2024,Aluno-189,5A,5A,Masculino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.586533333333334,10.002,10.0,6.255,6.875,8.166666666666666,8.2,10.0,0,7.0,7.5,10.0,,,Fase 5 (1° EM),3.0,0
RA-127,2024,Aluno-127,5A,5A,Feminino,2022,Privada - Programa de Apadrinhamento,16.0,Topázio,8.5605939394,8.751,9.488636363666666,7.51,7.625,7.833333333333333,8.538,10.0,0,10.0,3.5,10.0,,,Fase 5 (1° EM),2.0,0
RA-115,2024,Aluno-115,5A,5A,Feminino,2021,Pública,17.0,Quartzo,5.404184695733334,7.917,4.164756812,6.26,6.75,4.166666666666667,5.726,5.0,-2,6.5,4.5,1.5,,,Fase 7 (3° EM),3.0,1
RA-215,2024,Aluno-215,5B,5B,Feminino,2021,Pública,15.0,Ametista,7.045258874400002,7.084,6.455627705333334,6.26,8.0,5.666666666666667,7.432,10.0,0,5.0,2.0,10.0,,,Fase 5 (1° EM),3.0,0
RA-1598,2024,Aluno-1598,5B,5B,Feminino,2024,Pública,15.0,Topázio,8.4656285714,9.585,8.857142857,7.51,8.375,7.5,8.236,10.0,0,7.5,7.5,,,,Fase 5 (1° EM),0.0,0
RA-1174,2024,Aluno-1174,5B,5B,Feminino,2023,Pública,16.0,Ametista,7.374213419866667,8.751,8.349567099333333,6.26,7.5,5.0,7.266,10.0,0,5.0,3.0,7.0,,,Fase 5 (1° EM),1.0,0
RA-192,2024,Aluno-192,5B,5B,Masculino,2021,Privada,17.0,Ágata,6.882960606066668,8.334,6.363636363666667,7.51,7.125,7.166666666666667,6.9,5.0,-2,4.0,7.5,10.0,,,Fase 7 (3° EM),3.0,1
RA-220,2024,Aluno-220,5B,5B,Feminino,2022,Pública,15.0,Ametista,7.6987770562666675,8.751,8.198051948,6.26,7.25,6.833333333333333,7.332,10.0,0,8.0,3.5,9.0,,,Fase 5 (1° EM),2.0,0
RA-186,2024,Aluno-186,5B,5B,Feminino,2021,Privada,15.0,Topázio,8.325963636333334,7.917,9.640151515,6.26,8.125,7.166666666666667,8.672,10.0,1,6.0,7.0,8.5,,,Fase 4 (9° ano),3.0,0
RA-1181,2024,Aluno-1181,5B,5B,Feminino,2023,Pública,15.0,Ágata,6.2015816738666665,9.168,5.036075036,6.26,7.125,3.8333333333333335,5.862,10.0,0,1.0,1.0,9.5,,,Fase 5 (1° EM),1.0,0
RA-1599,2024,Aluno-1599,5B,5B,Feminino,2024,Pública,17.0,Ametista,7.6059333333333345,8.334,9.666666666666666,7.51,7.75,6.5,7.566,5.0,-2,7.0,6.0,,,,Fase 7 (3° EM),0.0,1
RA-111,2024,Aluno-111,5B,5B,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.667693939400001,9.168,9.488636363666666,6.26,8.125,8.333333333333334,8.74,10.0,0,8.0,7.0,10.0,,,Fase 5 (1° EM),3.0,0
RA-1600,2024,Aluno-1600,5B,5B,Feminino,2024,Pública,17.0,Ágata,6.750618518533334,8.751,8.425925926,6.26,7.25,5.666666666666667,6.03,5.0,-2,5.0,2.0,10.0,,,Fase 7 (3° EM),0.0,1
RA-1601,2024,Aluno-1601,5C,5C,Feminino,2024,Pública,17.0,Ametista,7.2431,8.751,7.0,7.51,7.5,6.5,8.335,5.0,-1,5.0,5.0,9.5,,,Fase 6 (2° EM),0.0,1
RA-176,2024,Aluno-176,5C,5C,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.828632575733334,9.585,9.545454545333333,6.26,8.59375,8.833333333333334,8.545,10.0,1,9.0,8.0,9.5,,,Fase 4 (9° ano),3.0,0
RA-1602,2024,Aluno-1602,5C,5C,Feminino,2024,Pública,15.0,Topázio,8.041889814800001,7.917,8.782407407333332,7.51,7.34375,7.166666666666667,7.875,10.0,0,9.5,2.0,10.0,,,Fase 5 (1° EM),0.0,0
RA-1603,2024,Aluno-1603,5C,5C,Feminino,2024,Pública,16.0,Ametista,7.836518518466668,7.5,9.259259258999998,7.51,7.5,8.333333333333334,7.835,5.0,-1,8.5,7.0,9.5,,,Fase 6 (2° EM),0.0,1
RA-1604,2024,Aluno-1604,5C,5C,Masculino,2024,Pública,16.0,Topázio,8.0118555556,9.168,7.777777778,7.51,8.125,8.5,8.88,5.0,-1,10.0,5.5,10.0,,,Fase 6 (2° EM),0.0,1
RA-193,2024,Aluno-193,5C,5C,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.465046969666668,8.751,9.848484848333333,6.26,8.4375,7.0,8.7525,10.0,1,6.5,4.5,10.0,,,Fase 4 (9° ano),3.0,0
RA-195,2024,Aluno-195,5C,5C,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.4690496032,7.5,9.682539682666667,6.26,7.96875,7.833333333333333,8.965,10.0,1,9.0,6.5,8.0,,,Fase 4 (9° ano),3.0,0
RA-196,2024,Aluno-196,5C,5C,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.823550937933334,8.751,9.689754689666666,7.51,8.75,8.0,8.9225,10.0,1,8.0,7.0,9.0,,,Fase 4 (9° ano),3.0,0
RA-197,2024,Aluno-197,5C,5C,Feminino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.568238636333334,7.5,9.848484848333333,6.26,7.96875,8.333333333333334,8.795,10.0,0,7.0,8.0,10.0,,,Fase 5 (1° EM),3.0,0
RA-229,2024,Aluno-229,5C,5C,Masculino,2022,Privada - Programa de Apadrinhamento,14.0,Topázio,8.852545634933334,9.585,9.841269841333334,5.635,8.28125,8.833333333333334,8.8375,10.0,1,9.5,7.0,10.0,,,Fase 4 (9° ano),2.0,0
RA-202,2024,Aluno-202,5C,5C,Feminino,2021,Pública,16.0,Ametista,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,7.75,5.0,-1,8.5,6.0,8.0,,,Fase 6 (2° EM),3.0,1
RA-1176,2024,Aluno-1176,5C,5C,Masculino,2023,Privada - Programa de Apadrinhamento,14.0,Topázio,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.166666666666666,8.9225,10.0,1,10.0,8.0,9.5,,,Fase 4 (9° ano),1.0,0
RA-1177,2024,Aluno-1177,5C,5C,Feminino,2023,Pública,15.0,Topázio,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.333333333333333,8.125,10.0,0,9.5,5.5,7.0,,,Fase 5 (1° EM),1.0,0
RA-146,2024,Aluno-146,5D,5D,Feminino,2022,Pública,17.0,Topázio,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,8.304,5.0,-2,9.0,9.0,10.0,,,Fase 7 (3° EM),2.0,1
RA-1199,2024,Aluno-1199,5D,5D,Masculino,2023,Concluiu o 3º EM,18.0,Ametista,7.614235714266666,7.5,8.571428571333334,5.005,6.5625,9.0,8.466,5.0,-2,10.0,7.0,10.0,,,Fase 7 (3° EM),1.0,1
RA-1178,2024,Aluno-1178,5D,5D,Masculino,2023,Pública,17.0,Topázio,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.333333333333334,8.696,5.0,-1,9.0,8.0,8.0,,,Fase 6 (2° EM),1.0,1
RA-149,2024,Aluno-149,5D,5D,Feminino,2022,Pública,17.0,Quartzo,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,6.626,5.0,-2,0.0,6.5,5.0,,,Fase 7 (3° EM),2.0,1
RA-1605,2024,Aluno-1605,5D,5D,Masculino,2024,Pública,16.0,Quartzo,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,7.028,5.0,-1,0.0,7.5,0.0,,,Fase 6 (2° EM),0.0,1
RA-107,2024,Aluno-107,5D,5D,Feminino,2021,Pública,16.0,Ágata,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,6.964,5.0,-1,0.0,4.5,9.5,,,Fase 6 (2° EM),3.0,1
RA-184,2024,Aluno-184,5D,5D,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.004,10.0,1,9.5,5.0,10.0,,,Fase 4 (9° ano),3.0,0
RA-1606,2024,Aluno-1606,5D,5D,Feminino,2024,Pública,17.0,Quartzo,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.132,5.0,-2,7.5,0.0,0.0,,,Fase 7 (3° EM),0.0,1
RA-1607,2024,Aluno-1607,5D,5D,Masculino,2024,Pública,16.0,Quartzo,4.899894444466667,5.833,6.222222222333333,5.635,6.5625,0.0,6.762,5.0,-1,,0.0,0.0,,,Fase 6 (2° EM),0.0,1
RA-1608,2024,Aluno-1608,5D,5D,Masculino,2024,Pública,15.0,Ametista,7.072539814866667,8.751,7.199074074333335,7.51,6.40625,5.0,6.83,10.0,0,8.5,3.5,3.0,,,Fase 5 (1° EM),0.0,0
RA-1173,2024,Aluno-1173,5D,5D,Masculino,2023,Pública,15.0,Topázio,8.220132915666667,9.168,9.665831245,7.51,8.125,5.833333333333333,8.2,10.0,0,6.0,7.5,4.0,,,Fase 5 (1° EM),1.0,0
RA-237,2024,Aluno-237,5F,5F,Feminino,2022,Privada - Programa de Apadrinhamento,16.0,Ametista,7.931384271366667,8.751,9.689754689666666,6.26,7.916666667,7.666666666666667,8.336666667,5.0,-1,6.0,7.0,10.0,,,Fase 6 (2° EM),2.0,1
RA-147,2024,Aluno-147,5F,5F,Feminino,2022,Pública,16.0,Ametista,7.400477922133334,8.334,9.277056277,7.51,7.5,6.166666666666667,7.386666667,5.0,-1,6.0,2.5,10.0,,,Fase 6 (2° EM),2.0,1
RA-131,2024,Aluno-131,5F,5F,Feminino,2021,Pública,17.0,Ametista,7.263155555633333,8.751,9.444444444666667,7.51,7.708333333,5.0,7.386666667,5.0,-2,4.0,5.0,6.0,,,Fase 7 (3° EM),3.0,1
RA-1609,2024,Aluno-1609,5F,5F,Feminino,2024,Pública,17.0,Ametista,7.577233333233334,8.334,9.666666666666666,7.51,7.708333333,6.0,7.943333333,5.0,-2,6.0,4.0,8.0,,,Fase 7 (3° EM),0.0,1
RA-137,2024,Aluno-137,5F,5F,Feminino,2021,Concluiu o 3º EM,18.0,Ágata,6.576761183366667,9.585,7.582972583,5.005,4.791666667,6.833333333333333,6.276666667,5.0,-2,2.0,8.5,10.0,,,Fase 7 (3° EM),3.0,1
RA-1184,2024,Aluno-1184,5F,5F,Masculino,2023,Pública,17.0,Ametista,7.411701731566668,6.666,8.658008657666668,7.51,7.291666667,7.666666666666667,7.5,5.0,-1,6.0,7.0,10.0,,,Fase 6 (2° EM),1.0,1
RA-138,2024,Aluno-138,5F,5F,Masculino,2021,Pública,17.0,Ametista,7.3860274169,9.585,8.751803751666666,7.51,7.708333333,5.833333333333333,7.443333333,5.0,-2,7.5,5.0,5.0,,,Fase 7 (3° EM),3.0,1
RA-1610,2024,Aluno-1610,5F,5F,Masculino,2024,Pública,17.0,Ágata,6.7023729275666675,9.168,7.753697970666667,7.51,7.291666667,5.166666666666667,6.106666667,5.0,-2,4.0,2.0,9.5,,,Fase 7 (3° EM),0.0,1
RA-1611,2024,Aluno-1611,5F,5F,Masculino,2024,Pública,17.0,Ágata,6.4589186218000005,7.083,8.361426442,7.51,7.5,4.5,5.886666667,5.0,-2,2.0,2.5,9.0,,,Fase 7 (3° EM),0.0,1
RA-1612,2024,Aluno-1612,5F,5F,Masculino,2024,Pública,18.0,Ametista,7.014528571366666,6.666,8.523809523666666,7.51,7.708333333,6.166666666666667,6.94,5.0,-2,5.0,6.5,7.0,,,Fase 7 (3° EM),0.0,1
RA-1188,2024,Aluno-1188,5G,5G,Feminino,2023,Pública,16.0,Ametista,7.801633333400001,9.168,10.0,7.51,8.125,7.0,7.106666667,5.0,-1,7.0,6.0,8.0,,,Fase 6 (2° EM),1.0,1
RA-1613,2024,Aluno-1613,5G,5G,Feminino,2024,Pública,17.0,Ágata,6.085471428700001,8.334,7.1428571430000005,7.51,7.291666667,3.0,6.216666667,5.0,-2,0.0,1.0,8.0,,,Fase 7 (3° EM),0.0,1
RA-244,2024,Aluno-244,5G,5G,Feminino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.7225,7.5,10.0,6.26,8.125,9.5,8.17,10.0,1,10.0,9.0,9.5,,,Fase 4 (9° ano),3.0,0
RA-267,2024,Aluno-267,5G,5G,Feminino,2021,Pública,17.0,Quartzo,5.8963067819666675,10.002,8.285533910333333,6.26,4.583333333,2.0,6.273333333,5.0,-2,0.0,2.0,4.0,,,Fase 7 (3° EM),3.0,1
RA-1189,2024,Aluno-1189,5G,5G,Feminino,2023,Pública,16.0,Ametista,7.6486387164,9.585,8.672360248333332,7.51,7.5,7.666666666666667,7.106666667,5.0,-1,7.0,7.0,9.0,,,Fase 6 (2° EM),1.0,1
RA-113,2024,Aluno-113,5G,5G,Feminino,2021,Pública,16.0,Ametista,7.043536903066667,8.751,7.063851181666667,7.51,7.5,6.666666666666667,7.106666667,5.0,-1,7.0,6.0,7.0,,,Fase 6 (2° EM),3.0,1
RA-152,2024,Aluno-152,5L,5L,Feminino,2022,Pública,17.0,Ágata,6.5837938596,7.5,7.337719298333333,5.63,7.8125,5.166666666666667,7.443333333,5.0,-2,0.0,7.5,8.0,,,Fase 7 (3° EM),2.0,1
RA-318,2024,Aluno-318,5L,5L,Feminino,2021,Pública,16.0,Ametista,7.025000925866668,7.917,9.129629629666667,7.51,7.34375,4.666666666666667,7.443333333,5.0,-1,2.0,6.0,6.0,,,Fase 6 (2° EM),3.0,1
RA-274,2024,Aluno-274,5L,5L,Feminino,2021,Privada - Programa de Apadrinhamento,13.0,Topázio,8.651029629666667,8.334,9.648148147999999,5.635,8.125,9.333333333333334,8.226666667,10.0,2,9.0,9.0,10.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-319,2024,Aluno-319,5L,5L,Masculino,2022,Pública,15.0,Ametista,7.948699561466667,9.585,9.024122807,7.51,7.34375,5.833333333333333,7.666666667,10.0,0,4.0,5.0,8.5,,,Fase 5 (1° EM),2.0,0
RA-160,2024,Aluno-160,5L,5L,Feminino,2021,Privada - Programa de Apadrinhamento,17.0,Ágata,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.666666666666667,7.723333333,5.0,-1,3.0,5.5,8.5,,,Fase 6 (2° EM),3.0,1
RA-161,2024,Aluno-161,5L,5L,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Ametista,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,7.836666667,10.0,0,5.0,7.0,0.0,,,Fase 5 (1° EM),3.0,0
RA-1614,2024,Aluno-1614,5L,5L,Masculino,2024,Pública,16.0,Ágata,6.787898989933334,7.5,6.574494949666668,7.51,7.5,6.5,7.11,5.0,-1,5.0,5.5,9.0,,,Fase 6 (2° EM),0.0,1
RA-164,2024,Aluno-164,5L,5L,Masculino,2021,Privada,17.0,Ágata,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.666666666666667,6.886666667,5.0,-2,6.0,2.0,9.0,,,Fase 7 (3° EM),3.0,1
RA-165,2024,Aluno-165,5L,5L,Feminino,2021,Privada - Programa de Apadrinhamento,16.0,Topázio,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,7.893333333,10.0,0,10.0,7.5,8.0,,,Fase 5 (1° EM),3.0,0
RA-1615,2024,Aluno-1615,5M,5M,Feminino,2024,Pública,15.0,Topázio,8.417533333333333,7.917,9.833333333333334,7.51,7.5,8.333333333333334,7.4575,10.0,0,8.0,7.0,10.0,,,Fase 5 (1° EM),0.0,0
RA-1616,2024,Aluno-1616,5M,5M,Feminino,2024,Pública,17.0,Ametista,7.147738235266668,8.334,8.436274509666667,7.51,7.1875,6.166666666666667,7.12,5.0,-1,5.5,6.5,6.5,,,Fase 6 (2° EM),0.0,1
RA-271,2024,Aluno-271,5M,5M,Feminino,2022,Pública,17.0,Ametista,7.400633333333334,9.168,8.958333333333334,6.26,7.5,7.333333333333333,6.7475,5.0,-1,5.0,7.5,9.5,,,Fase 6 (2° EM),2.0,1
RA-316,2024,Aluno-316,5M,5M,Feminino,2022,Privada - Programa de Apadrinhamento,15.0,Topázio,8.708925,9.168,10.0,7.51,7.65625,8.0,8.3775,10.0,0,8.5,7.0,8.5,,,Fase 5 (1° EM),2.0,0
RA-286,2024,Aluno-286,5M,5M,Feminino,2022,Pública,16.0,Quartzo,5.123180882333333,6.666,4.031862745000001,6.26,7.34375,3.1666666666666665,5.7825,5.0,-1,5.0,0.0,4.5,,,Fase 6 (2° EM),2.0,1
RA-320,2024,Aluno-320,5M,5M,Feminino,2022,Privada - Programa de Apadrinhamento,15.0,Topázio,8.442258333333335,9.168,10.0,7.51,7.65625,6.666666666666667,8.3775,10.0,0,7.5,5.5,7.0,,,Fase 5 (1° EM),2.0,0
RA-1207,2024,Aluno-1207,5M,5M,Feminino,2023,Pública,16.0,Ágata,6.509169736866667,8.334,6.581140350999999,7.51,7.34375,5.333333333333333,6.5375,5.0,-1,4.5,1.5,10.0,,,Fase 6 (2° EM),1.0,1
RA-1617,2024,Aluno-1617,5M,5M,Feminino,2024,Pública,16.0,Quartzo,4.926285714266666,0.0,5.571428571333333,7.51,6.875,3.25,6.1175,5.0,-1,0.5,6.0,,,,Fase 6 (2° EM),0.0,1
RA-158,2024,Aluno-158,5M,5M,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Ágata,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,6.745,10.0,0,2.5,1.5,8.0,,,Fase 5 (1° EM),3.0,0
RA-306,2024,Aluno-306,5M,5M,Feminino,2021,Pública,16.0,Ágata,6.1661539474,7.917,7.699561403666666,7.51,7.34375,2.8333333333333335,6.4125,5.0,-1,3.5,1.5,3.5,,,Fase 6 (2° EM),3.0,1
RA-1618,2024,Aluno-1618,5M,5M,Masculino,2024,Pública,17.0,Ametista,7.0487660130666665,8.334,7.908496732000001,7.51,7.5,6.333333333333333,6.83,5.0,-1,5.0,7.0,7.0,,,Fase 6 (2° EM),0.0,1
RA-308,2024,Aluno-308,5M,5M,Masculino,2021,Pública,15.0,Ametista,7.489282456133334,7.083,8.714912280666667,5.635,7.5,6.5,7.1225,10.0,1,5.5,7.0,7.0,,,Fase 4 (9° ano),3.0,0
RA-1619,2024,Aluno-1619,5M,5M,Masculino,2024,Pública,15.0,Ametista,7.393951851866667,7.501,9.259259259333334,7.51,7.5,4.25,7.205,10.0,1,4.0,4.5,,,,Fase 4 (9° ano),0.0,0
RA-299,2024,Aluno-299,5N,5N,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.177186956533333,8.751,8.963768115999999,6.26,7.5,8.166666666666666,7.5,10.0,1,8.0,7.5,9.0,,,Fase 4 (9° ano),3.0,0
RA-251,2024,Aluno-251,5N,5N,Masculino,2021,Pública,16.0,Ágata,6.7135006212,8.751,8.612836439,5.63,6.875,4.5,7.326666667,5.0,-1,4.0,2.5,7.0,,,Fase 6 (2° EM),3.0,1
RA-157,2024,Aluno-157,5N,5N,Feminino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.950566666733334,8.334,10.0,6.26,8.125,9.666666666666666,8.726666667,10.0,1,10.0,9.0,10.0,,,Fase 4 (9° ano),3.0,0
RA-1620,2024,Aluno-1620,5N,5N,Masculino,2024,Pública,16.0,Ágata,6.652766666666667,8.751,6.666666666666667,7.51,7.5,5.166666666666667,7.05,5.0,-1,5.5,7.0,3.0,,,Fase 6 (2° EM),0.0,1
RA-321,2024,Aluno-321,5N,5N,Feminino,2022,Pública,14.0,Topázio,8.125807932933334,7.917,9.534706331,6.26,8.125,7.166666666666667,7.776666667,10.0,1,6.0,6.0,9.5,,,Fase 4 (9° ano),2.0,0
RA-1195,2024,Aluno-1195,5N,5N,Feminino,2022,Pública,18.0,Ametista,7.5085144926666665,9.585,9.855072463666666,5.63,7.5,6.166666666666667,7.663333333,5.0,-2,8.0,5.0,5.5,,,Fase 7 (3° EM),2.0,1
RA-1200,2024,Aluno-1200,5N,5N,Feminino,2023,Pública,16.0,Quartzo,5.6415838956,7.917,7.099419478000001,6.26,7.5,1.5,6.27,5.0,-1,0.0,4.5,0.0,,,Fase 6 (2° EM),1.0,1
RA-278,2024,Aluno-278,5N,5N,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.907314492800001,9.168,9.855072463666666,7.51,8.125,9.333333333333334,7.946666667,10.0,1,9.0,9.0,10.0,,,Fase 4 (9° ano),3.0,0
RA-85,2024,Aluno-85,5N,5N,Masculino,2022,Pública,17.0,Ágata,6.999509385733333,8.334,8.668046928999999,3.755,6.25,7.666666666666667,6.993333333,5.0,-2,9.0,4.5,9.5,,,Fase 7 (3° EM),2.0,1
RA-279,2024,Aluno-279,5N,5N,Masculino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,9.113133333366667,9.168,10.0,7.51,8.333333333,9.333333333333334,8.726666667,10.0,1,10.0,8.0,10.0,,,Fase 4 (9° ano),3.0,0
RA-1621,2024,Aluno-1621,5N,5N,Feminino,2024,Pública,17.0,Topázio,8.107033333366667,7.917,10.0,6.26,8.333333333,8.333333333333334,8.446666667,5.0,-1,7.5,7.5,10.0,,,Fase 6 (2° EM),0.0,1
RA-280,2024,Aluno-280,5N,5N,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.822714492700001,7.917,9.855072463666666,6.26,8.333333333,9.333333333333334,8.67,10.0,1,10.0,8.0,10.0,,,Fase 4 (9° ano),3.0,0
RA-1201,2024,Aluno-1201,5N,5N,Masculino,2023,Pública,16.0,Topázio,8.376195238033333,8.751,9.523809523666666,7.51,8.333333333,9.0,8.56,5.0,-1,9.0,8.0,10.0,,,Fase 6 (2° EM),1.0,1
RA-1622,2024,Aluno-1622,5N,5N,Feminino,2024,Pública,16.0,Topázio,8.429066666633334,8.334,10.0,7.51,8.333333333,9.666666666666666,7.89,5.0,-1,10.0,9.0,10.0,,,Fase 6 (2° EM),0.0,1
RA-132,2024,Aluno-132,6A,6A,Feminino,2021,Privada - Programa de Apadrinhamento,16.0,Topázio,8.4746321428,8.334,8.380952380666665,7.51,8.59375,8.333333333333334,8.44,10.0,0,7.0,8.0,10.0,,,Fase 6 (2° EM),3.0,0
RA-42,2024,Aluno-42,6A,6A,Masculino,2021,Pública,17.0,Ametista,7.656628769866667,9.168,9.682539682666667,5.635,6.796875,8.166666666666666,7.134,5.0,-1,9.0,7.5,8.0,,,Fase 7 (3° EM),3.0,1
RA-1623,2024,Aluno-1623,6A,6A,Masculino,2024,Pública,17.0,Ametista,7.7609537037333345,9.168,8.518518518666667,6.26,7.8125,6.0,7.666,10.0,0,5.5,2.5,10.0,,,Fase 6 (2° EM),0.0,0
RA-106,2024,Aluno-106,6A,6A,Feminino,2021,Privada - Programa de Apadrinhamento,16.0,Ametista,7.721664285733334,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.872,10.0,0,7.0,3.5,6.5,,,Fase 6 (2° EM),3.0,0
RA-123,2024,Aluno-123,6A,6A,Masculino,2021,Privada - Programa de Apadrinhamento,18.0,Ágata,6.887248015866668,7.5,8.412698412666666,5.635,6.71875,7.166666666666667,6.43,5.0,-1,6.5,5.5,9.5,,,Fase 7 (3° EM),3.0,1
RA-125,2024,Aluno-125,6A,6A,Feminino,2022,Privada,17.0,Ágata,6.627079761933334,8.334,5.6428571430000005,7.51,7.34375,6.166666666666667,7.232,5.0,-1,3.0,7.0,8.5,,,Fase 7 (3° EM),2.0,1
RA-1624,2024,Aluno-1624,6A,6A,Feminino,2024,Concluiu o 3º EM,18.0,Ametista,7.743213492066667,7.917,9.460317460333334,7.51,7.8125,7.5,7.636,5.0,-1,8.0,5.5,9.0,,,Fase 7 (3° EM),0.0,1
RA-1625,2024,Aluno-1625,6A,6A,Masculino,2024,Pública,17.0,Ágata,6.888194089266667,7.5,7.112887113,7.51,7.1875,4.333333333333333,6.896,10.0,0,3.0,2.0,8.0,,,Fase 6 (2° EM),0.0,0
RA-1626,2024,Aluno-1626,6A,6A,Feminino,2024,Pública,16.0,Topázio,8.541085606066668,8.751,9.696969697,7.51,8.28125,7.333333333333333,8.404,10.0,0,5.5,6.5,10.0,,,Fase 6 (2° EM),0.0,0
RA-1627,2024,Aluno-1627,6A,6A,Feminino,2024,Pública,17.0,Ametista,7.481547222200001,7.083,7.777777777666667,7.51,7.65625,7.833333333333333,8.172,5.0,-1,6.0,7.5,10.0,,,Fase 7 (3° EM),0.0,1
RA-1628,2024,Aluno-1628,6A,6A,Feminino,2024,Pública,16.0,Ametista,7.500131368600001,8.334,8.509823509666667,7.51,6.875,5.833333333333333,6.798,10.0,0,3.0,5.0,9.5,,,Fase 6 (2° EM),0.0,0
RA-112,2024,Aluno-112,6A,6A,Feminino,2021,Privada - Programa de Apadrinhamento,17.0,Topázio,8.052609920666667,7.083,7.978174603333333,7.51,7.96875,8.0,8.004,10.0,0,9.5,6.0,8.5,,,Fase 6 (2° EM),3.0,0
RA-1629,2024,Aluno-1629,6A,6A,Feminino,2024,Pública,17.0,Ametista,7.560550529133334,9.585,8.645502645666667,7.51,7.1875,7.25,7.266,5.0,-1,8.75,3.0,10.0,,,Fase 7 (3° EM),0.0,1
RA-91,2024,Aluno-91,6L,6L,Feminino,2021,Privada - Programa de Apadrinhamento,18.0,Ametista,7.426704761933335,10.002,7.476190476333334,5.635,7.875,7.333333333333333,8.068,5.0,-1,9.0,4.0,9.0,,,Fase 7 (3° EM),3.0,1
RA-167,2024,Aluno-167,6L,6L,Feminino,2021,Privada - Programa de Apadrinhamento,18.0,Topázio,8.033470175466666,8.751,9.473684210666667,6.26,8.375,8.166666666666666,8.334,5.0,-1,8.0,6.5,10.0,,,Fase 7 (3° EM),3.0,1
