RA,Ano,Nome,Fase,Turma,Genero,Ano_ingresso,Instituicao,Idade,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem,Mat,Por,Ing,Atingiu_PV,Indicado_bolsa,Fase_ideal,Tempo_PM,Em_defasagem
RA-332,2024,Aluno-332,4A,4A,Masculino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.421271701,9.585,7.605358505000001,9.38,8.625,7.0,8.706,10.0,1,7.0,7.0,7.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-1560,2024,Aluno-1560,4A,4A,Feminino,2024,Privada,14.0,Topázio,8.4721031746,9.168,9.206349206333334,5.635,8.5,8.166666666666666,8.336,10.0,1,6.0,8.5,10.0,,,Fase 3 (7° e 8° ano),0.0,0
RA-1153,2024,Aluno-1153,4A,4A,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.268876190466667,8.751,9.702380952333334,5.635,8.75,8.5,9.074,5.0,-1,8.0,8.5,9.0,,,Fase 5 (1° EM),3.0,1
RA-183,2024,Aluno-183,4A,4A,Feminino,2022,Pública,15.0,Topázio,8.266902371533334,7.917,9.249011857666666,6.26,8.25,7.5,8.372,10.0,0,5.0,7.5,10.0,,,Fase 4 (9° ano),2.0,0
RA-199,2024,Aluno-199,4A,4A,Masculino,2022,Privada,15.0,Ametista,7.419398245666667,8.334,7.554824561666667,6.88,8.125,7.166666666666667,8.206,5.0,-1,5.0,9.0,7.5,,,Fase 5 (1° EM),2.0,1
RA-1561,2024,Aluno-1561,4A,4A,Masculino,2024,Pública,16.0,Ametista,7.9402206349333335,9.585,9.174603174666666,5.0,8.0,9.0,7.734,5.0,-1,8.5,8.5,10.0,,,Fase 5 (1° EM),0.0,1
RA-336,2024,Aluno-336,4A,4A,Masculino,2021,Pública,15.0,Ágata,6.834286748466667,7.5,5.512100409000001,6.26,7.5,5.833333333333333,7.196,10.0,0,6.0,6.5,5.0,,,Fase 4 (9° ano),3.0,0
RA-347,2024,Aluno-347,4A,4A,Feminino,2021,Pública,14.0,Topázio,8.384742583733333,8.751,9.673046251999999,6.885,8.0,7.666666666666667,7.766,10.0,1,6.5,7.5,9.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-397,2024,Aluno-397,4A,4A,Feminino,2021,Pública,16.0,Ágata,6.807291921866668,7.918,7.885292942666666,5.63,7.625,5.666666666666667,7.398,5.0,-2,5.0,4.5,7.5,,,Fase 6 (2° EM),3.0,1
RA-338,2024,Aluno-338,4B,4B,Masculino,2021,Pública,14.0,Topázio,8.052795331466667,9.168,7.441643324,7.51,7.625,6.833333333333333,8.8375,10.0,0,5.0,8.0,7.5,,,Fase 4 (9° ano),3.0,0
RA-392,2024,Aluno-392,4B,4B,Masculino,2022,Pública,16.0,Quartzo,4.3639463364,9.585,5.414731682,5.635,3.5,1.0,3.545,5.0,-1,0.0,2.0,1.0,,,Fase 5 (1° EM),2.0,1
RA-352,2024,Aluno-352,4B,4B,Masculino,2021,Pública,13.0,Quartzo,5.9794829346,8.334,4.453748006333333,6.26,6.375,3.1666666666666665,6.7925,10.0,1,2.0,5.5,2.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-1562,2024,Aluno-1562,4B,4B,Feminino,2024,Pública,16.0,Quartzo,5.458833333333334,6.25,8.666666666666666,5.01,6.25,0.5,6.8725,5.0,-2,0.5,,,,,Fase 6 (2° EM),0.0,1
RA-367,2024,Aluno-367,4B,4B,Feminino,2021,Pública,13.0,Ametista,7.209434085200001,9.168,7.268170426,6.26,6.875,5.0,7.6275,10.0,1,2.0,5.5,7.5,,,Fase 3 (7° e 8° ano),3.0,0
RA-1563,2024,Aluno-1563,4B,4B,Feminino,2024,Pública,15.0,Ametista,7.604211111133335,8.751,8.305555555666666,7.51,7.25,7.0,8.46,5.0,-1,5.0,7.5,8.5,,,Fase 5 (1° EM),0.0,1
RA-1564,2024,Aluno-1564,4B,4B,Masculino,2024,Pública,15.0,Quartzo,5.0761468806000005,8.334,4.942067736333334,6.885,5.75,2.1666666666666665,5.2875,5.0,-1,1.0,3.5,2.0,,,Fase 5 (1° EM),0.0,1
RA-1565,2024,Aluno-1565,4B,4B,Masculino,2024,Pública,16.0,Quartzo,5.816448179266667,0.0,8.102240896333333,7.51,6.375,5.5,6.0375,5.0,-1,7.0,3.0,6.5,,,Fase 5 (1° EM),0.0,1
RA-1566,2024,Aluno-1566,4B,4B,Feminino,2024,Pública,17.0,Ametista,7.759243871133334,9.168,9.247219355666667,7.51,7.75,6.5,8.335,5.0,-2,3.0,8.0,8.5,,,Fase 6 (2° EM),0.0,1
RA-1567,2024,Aluno-1567,4B,4B,Feminino,2024,Pública,16.0,Ametista,7.913942087533334,8.334,8.771043771,7.51,7.75,8.166666666666666,8.335,5.0,-2,5.0,9.5,10.0,,,Fase 6 (2° EM),0.0,1
RA-356,2024,Aluno-356,4B,4B,Masculino,2021,Pública,14.0,Ágata,6.627336016533334,8.334,6.656346749333334,5.635,5.25,5.333333333333333,6.5375,10.0,1,1.0,7.0,8.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-1568,2024,Aluno-1568,4B,4B,Feminino,2024,Pública,15.0,Ametista,7.8003261438000004,9.168,7.493464052333334,7.51,8.0,8.166666666666666,8.5025,5.0,-1,7.5,7.5,9.5,,,Fase 5 (1° EM),0.0,1
RA-247,2024,Aluno-247,4B,4B,Feminino,2021,Pública,14.0,Ágata,6.646485739800001,0.0,8.306595365666666,6.26,7.75,4.333333333333333,8.5875,10.0,0,0.0,5.0,8.0,,,Fase 4 (9° ano),3.0,0
RA-204,2024,Aluno-204,4B,4B,Feminino,2021,Pública,15.0,Ametista,7.838218894866668,9.168,6.827094474333333,6.26,7.125,7.5,8.5875,10.0,0,5.0,7.5,10.0,,,Fase 4 (9° ano),3.0,0
RA-1569,2024,Aluno-1569,4B,4B,Feminino,2024,Pública,17.0,Quartzo,5.7191555556,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,6.9175,5.0,-2,2.0,3.0,1.5,,,Fase 6 (2° EM),0.0,1
RA-1570,2024,Aluno-1570,4B,4B,Feminino,2024,Pública,16.0,Ametista,7.894084175066667,9.585,7.542087542,7.51,7.75,8.333333333333334,8.6725,5.0,-1,6.5,9.0,9.5,,,Fase 5 (1° EM),0.0,1
RA-1571,2024,Aluno-1571,4B,4B,Masculino,2024,Pública,16.0,Ametista,7.2484555556,8.334,9.111111111333335,5.005,7.5,5.666666666666667,8.545,5.0,-1,5.0,6.0,6.0,,,Fase 5 (1° EM),0.0,1
RA-1572,2024,Aluno-1572,4C,4C,Feminino,2024,Pública,15.0,Topázio,8.080345634866667,9.168,9.841269841333334,7.51,7.65625,7.5,8.393333333,5.0,-1,7.5,6.5,8.5,,,Fase 5 (1° EM),0.0,1
RA-1150,2024,Aluno-1150,4C,4C,Masculino,2023,Pública,17.0,Ametista,7.1023212964,8.334,6.481481481666667,7.51,7.65625,6.833333333333333,7.946666667,5.0,-2,4.0,6.5,10.0,,,Fase 6 (2° EM),1.0,1
RA-1573,2024,Aluno-1573,4C,4C,Masculino,2024,Pública,16.0,Ágata,6.743847969266667,9.168,6.120448179333334,6.26,7.65625,5.0,8.556666667,5.0,-1,0.0,6.0,9.0,,,Fase 5 (1° EM),0.0,1
RA-1574,2024,Aluno-1574,4C,4C,Feminino,2024,Pública,16.0,Ametista,7.777244180000001,8.751,8.399470899666667,7.51,7.8125,7.333333333333333,8.616666667,5.0,-1,7.0,6.0,9.0,,,Fase 5 (1° EM),0.0,1
RA-1151,2024,Aluno-1151,4C,4C,Feminino,2023,Pública,13.0,Topázio,8.749111111066668,7.5,9.722222222333334,5.635,8.125,9.0,9.393333333,10.0,1,9.0,8.0,10.0,,,Fase 3 (7° e 8° ano),1.0,0
RA-1575,2024,Aluno-1575,4C,4C,Feminino,2024,Pública,16.0,Ametista,7.318459391466667,9.168,8.624338624,6.885,7.65625,5.333333333333333,8.28,5.0,-1,0.0,7.5,8.5,,,Fase 5 (1° EM),0.0,1
RA-1081,2024,Aluno-1081,4C,4C,Feminino,2023,Privada - Programa de Apadrinhamento,15.0,Topázio,8.5452952381,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,0,9.5,8.0,9.0,,,Fase 4 (9° ano),1.0,0
RA-342,2024,Aluno-342,4C,4C,Feminino,2021,Pública,16.0,Ágata,6.757026587266667,8.751,7.728174603333334,6.26,7.65625,4.5,7.723333333,5.0,-1,6.5,7.0,0.0,,,Fase 5 (1° EM),3.0,1
RA-1576,2024,Aluno-1576,4C,4C,Feminino,2024,Pública,16.0,Ametista,7.4636202380666665,8.334,9.523809523666666,5.635,6.40625,6.666666666666667,8.44,5.0,-1,7.5,4.5,8.0,,,Fase 5 (1° EM),0.0,1
RA-187,2024,Aluno-187,4C,4C,Feminino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.568424074066666,8.751,9.537037037,5.635,8.4375,7.833333333333333,9.06,10.0,0,7.5,7.0,9.0,,,Fase 4 (9° ano),3.0,0
RA-359,2024,Aluno-359,4C,4C,Feminino,2021,Pública,14.0,Ametista,7.492006349133335,9.168,7.162698412666667,6.26,7.5,5.5,8.333333333,10.0,1,4.0,4.5,8.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-1577,2024,Aluno-1577,4C,4C,Masculino,2024,Pública,16.0,Ágata,6.305585581933334,10.002,4.993386243333333,7.51,7.34375,4.333333333333333,7.273333333,5.0,-1,4.0,7.0,2.0,,,Fase 5 (1° EM),0.0,1
RA-236,2024,Aluno-236,4F,4F,Feminino,2022,Pública,14.0,Ágata,6.980833740133334,9.168,7.890668700666666,6.26,6.875,4.5,6.362,10.0,0,1.5,4.0,8.0,,,Fase 4 (9° ano),2.0,0
RA-249,2024,Aluno-249,4F,4F,Masculino,2021,Pública,16.0,Ágata,6.125104328999999,7.083,6.645021645,5.0,6.75,5.0,7.064,5.0,-2,1.0,8.0,6.0,,,Fase 6 (2° EM),3.0,1
RA-239,2024,Aluno-239,4F,4F,Feminino,2021,Pública,17.0,Ágata,6.782180868800001,8.751,6.361737677333333,5.635,7.875,6.666666666666667,8.502,2.5,-3,4.0,10.0,6.0,,,Fase 7 (3° EM),3.0,1
RA-382,2024,Aluno-382,4F,4F,Masculino,2021,Pública,16.0,Quartzo,5.805712280733333,9.168,6.324561403666666,5.63,6.75,3.0,6.43,5.0,-1,2.0,3.0,4.0,,,Fase 5 (1° EM),3.0,1
RA-383,2024,Aluno-383,4F,4F,Masculino,2021,Pública,13.0,Topázio,8.036024386733335,9.168,8.600288600333334,7.51,7.875,5.833333333333333,8.47,10.0,1,1.0,8.0,8.5,,,Fase 3 (7° e 8° ano),3.0,0
RA-1155,2024,Aluno-1155,4F,4F,Feminino,2023,Pública,15.0,Ametista,7.119011111133333,8.334,8.888888889,5.005,8.0,4.666666666666667,8.87,5.0,-1,6.0,8.0,0.0,,,Fase 5 (1° EM),1.0,1
RA-384,2024,Aluno-384,4F,4F,Feminino,2021,Pública,14.0,Topázio,8.072200721466668,7.5,8.607503607333333,7.51,7.625,7.5,7.936,10.0,0,5.0,9.5,8.0,,,Fase 4 (9° ano),3.0,0
RA-1156,2024,Aluno-1156,4F,4F,Feminino,2023,Pública,13.0,Ágata,6.6777135642,7.5,7.821067821,7.51,7.125,2.0,7.5,10.0,1,6.0,0.0,0.0,,,Fase 3 (7° e 8° ano),1.0,0
RA-1578,2024,Aluno-1578,4F,4F,Feminino,2024,Pública,13.0,Ametista,7.880605848,8.334,6.761695906666667,7.51,7.5,7.333333333333333,8.636,10.0,1,6.0,6.0,10.0,,,Fase 3 (7° e 8° ano),0.0,0
RA-388,2024,Aluno-388,4F,4F,Feminino,2021,Pública,16.0,Quartzo,5.965307936466667,7.5,6.349206349,7.51,6.75,4.333333333333333,5.764,5.0,-1,1.0,7.0,5.0,,,Fase 5 (1° EM),3.0,1
RA-260,2024,Aluno-260,4F,4F,Feminino,2021,Pública,15.0,Topázio,8.448920634933334,8.751,9.674603174666666,7.51,7.875,7.0,8.502,10.0,0,7.5,5.5,8.0,,,Fase 4 (9° ano),3.0,0
RA-395,2024,Aluno-395,4F,4F,Feminino,2021,Pública,13.0,Ametista,7.169905291000001,8.751,6.921693121666666,6.26,7.25,4.333333333333333,8.464,10.0,1,2.5,5.5,5.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-262,2024,Aluno-262,4F,4F,Masculino,2021,Privada,17.0,Quartzo,5.806145462066667,7.917,4.854560643666667,7.51,7.0,4.166666666666667,6.296,5.0,-2,1.0,4.5,7.0,,,Fase 6 (2° EM),3.0,1
RA-1579,2024,Aluno-1579,4F,4F,Feminino,2022,Pública,16.0,Ametista,7.894385710733333,8.751,9.090261886999999,5.635,8.5,7.166666666666667,9.272,5.0,-2,7.5,6.0,8.0,,,Fase 6 (2° EM),2.0,1
RA-1580,2024,Aluno-1580,4F,4F,Masculino,2024,Pública,16.0,Ametista,7.790523996266667,8.751,9.049953314666666,7.51,7.875,6.166666666666667,9.168,5.0,-1,5.0,7.5,6.0,,,Fase 5 (1° EM),0.0,1
RA-377,2024,Aluno-377,4F,4F,Feminino,2021,Pública,14.0,Ametista,7.480115873000001,9.168,7.698412698333333,7.51,7.125,5.166666666666667,7.634,10.0,0,4.0,6.5,5.0,,,Fase 4 (9° ano),3.0,0
RA-250,2024,Aluno-250,4H,4H,Feminino,2022,Privada - Programa de Apadrinhamento,14.0,Topázio,9.049892592566668,9.168,9.629629629666667,6.88,8.958333333,9.166666666666666,8.95,10.0,0,10.0,7.5,10.0,,,Fase 4 (9° ano),2.0,0
RA-1581,2024,Aluno-1581,4H,4H,Masculino,2024,Pública,16.0,Ágata,6.9787022855,8.334,7.834844760666667,6.26,7.083333333,6.333333333333333,7.386666667,5.0,-1,7.0,4.5,7.5,,,Fase 5 (1° EM),0.0,1
RA-1582,2024,Aluno-1582,4H,4H,Masculino,2024,Pública,15.0,Ágata,6.472788888966667,8.334,8.069444444333334,6.255,6.666666667,4.5,6.666666667,5.0,-1,7.0,2.0,4.5,,,Fase 5 (1° EM),0.0,1
RA-1583,2024,Aluno-1583,4H,4H,Feminino,2024,Pública,15.0,Ametista,7.8197579711000005,7.917,7.753623188333333,6.26,9.166666667,8.166666666666666,9.006666667,5.0,-1,8.0,6.5,10.0,,,Fase 5 (1° EM),0.0,1
RA-450,2024,Aluno-450,4L,4L,Masculino,2021,Pública,15.0,Ametista,7.526188206666666,8.751,8.954191033333332,5.63,7.8125,7.5,7.58,5.0,-1,8.0,8.5,6.0,,,Fase 5 (1° EM),3.0,1
RA-426,2024,Aluno-426,4L,4L,Feminino,2022,Pública,15.0,Ágata,6.6430030186,7.917,7.9050567596666665,4.38,7.65625,4.833333333333333,8.0,5.0,-1,3.5,7.0,4.0,,,Fase 5 (1° EM),2.0,1
RA-1584,2024,Aluno-1584,4L,4L,Feminino,2024,Pública,15.0,Ametista,7.429837830666667,8.334,9.153439153333332,7.51,7.8125,5.5,8.1675,5.0,-1,6.0,5.5,5.0,,,Fase 5 (1° EM),0.0,1
RA-313,2024,Aluno-313,4L,4L,Feminino,2022,Pública,15.0,Ametista,7.2528500000000005,8.751,9.666666666666666,5.63,7.8125,4.833333333333333,8.1675,5.0,-1,1.0,8.0,5.5,,,Fase 5 (1° EM),2.0,1
RA-467,2024,Aluno-467,4L,4L,Feminino,2022,Pública,15.0,Ametista,7.7298118421333335,7.917,9.140350877333333,5.01,7.34375,6.833333333333333,7.54,10.0,0,5.5,9.0,6.0,,,Fase 4 (9° ano),2.0,0
RA-1585,2024,Aluno-1585,4L,4L,Feminino,2024,Pública,15.0,Ágata,6.730367016866668,10.002,6.775210084333334,7.51,7.65625,4.0,7.7925,5.0,-1,5.0,3.0,4.0,,,Fase 5 (1° EM),0.0,1
RA-432,2024,Aluno-432,4L,4L,Feminino,2021,Pública,16.0,Ametista,7.167975,7.501,10.0,6.26,7.34375,5.5,7.2875,5.0,-1,5.0,6.0,5.5,,,Fase 5 (1° EM),3.0,1
RA-1586,2024,Aluno-1586,4L,4L,Feminino,2024,Pública,15.0,Ágata,6.555764327466668,10.002,6.128654970666666,5.01,6.875,5.666666666666667,7.54,5.0,-1,3.5,5.5,8.0,,,Fase 5 (1° EM),0.0,1
RA-470,2024,Aluno-470,4L,4L,Feminino,2021,Pública,15.0,Ágata,6.981130848,9.585,8.011695906666667,7.51,7.03125,3.3333333333333335,6.4975,10.0,0,3.5,4.0,2.5,,,Fase 4 (9° ano),3.0,0
RA-417,2024,Aluno-417,4L,4L,Feminino,2022,Pública,14.0,Topázio,8.533628557533333,8.334,8.401559454333333,7.51,8.4375,8.833333333333334,8.2925,10.0,0,9.0,10.0,7.5,,,Fase 4 (9° ano),2.0,0
RA-407,2024,Aluno-407,4L,4L,Masculino,2022,Pública,15.0,Ametista,7.0875128168,8.334,7.614522417333333,6.26,7.96875,3.6666666666666665,7.875,10.0,0,2.0,5.0,4.0,,,Fase 4 (9° ano),2.0,0
RA-1587,2024,Aluno-1587,4L,4L,Feminino,2024,Pública,16.0,Ametista,7.34055,9.168,10.0,7.51,7.8125,3.75,8.2075,5.0,-2,7.5,0.0,,,,Fase 6 (2° EM),0.0,1
RA-1588,2024,Aluno-1588,4L,4L,Feminino,2024,Pública,14.0,Ametista,7.303823728133333,7.917,8.640618640666666,7.51,7.5,4.0,7.415,10.0,0,3.5,4.5,,,,Fase 4 (9° ano),0.0,0
RA-424,2024,Aluno-424,4L,4L,Feminino,2022,Pública,14.0,Ametista,7.341187280733334,8.334,9.616228070333333,7.51,7.34375,3.3333333333333335,7.1625,10.0,0,2.0,6.0,2.0,,,Fase 4 (9° ano),2.0,0
RA-1193,2024,Aluno-1193,4L,4L,Feminino,2023,Pública,15.0,Ágata,6.6304815790000005,8.751,7.763157895,5.635,7.8125,4.0,7.79,5.0,-1,3.0,6.0,3.0,,,Fase 5 (1° EM),1.0,1
RA-411,2024,Aluno-411,4M,4M,Feminino,2021,Privada,14.0,Ametista,7.279762962966667,7.083,9.148148147999999,5.635,7.291666667,4.833333333333333,7.4125,10.0,0,3.5,7.0,4.0,,,Fase 4 (9° ano),3.0,0
RA-412,2024,Aluno-412,4M,4M,Feminino,2021,Pública,14.0,Topázio,8.044378070166667,8.334,8.456140351,6.26,8.020833333,7.333333333333333,8.125,10.0,0,8.0,6.0,8.0,,,Fase 4 (9° ano),3.0,0
RA-428,2024,Aluno-428,4M,4M,Masculino,2022,Pública,14.0,Ametista,7.534949122800001,9.168,8.898245614,5.635,7.5,5.0,7.625,10.0,0,3.0,4.0,8.0,,,Fase 4 (9° ano),2.0,0
RA-315,2024,Aluno-315,4M,4M,Feminino,2022,Pública,15.0,Ágata,6.0768703704,0.0,5.918518518666667,7.51,7.5,6.833333333333333,7.6275,5.0,-1,6.5,6.5,7.5,,,Fase 5 (1° EM),2.0,1
RA-442,2024,Aluno-442,4M,4M,Feminino,2022,Pública,13.0,Ágata,6.905439215666667,8.334,5.9151960783333335,5.635,7.5,5.0,7.8775,10.0,1,4.5,7.0,3.5,,,Fase 3 (7° e 8° ano),2.0,0
RA-301,2024,Aluno-301,4M,4M,Feminino,2021,Pública,15.0,Topázio,8.410830701766667,9.168,7.4947368423333325,7.51,8.020833333,9.0,8.21,10.0,0,10.0,9.0,8.0,,,Fase 4 (9° ano),3.0,0
RA-1163,2024,Aluno-1163,4M,4M,Masculino,2023,Pública,15.0,Topázio,8.6794789474,8.334,9.824561403666666,7.51,8.125,7.833333333333333,8.755,10.0,0,9.5,6.5,7.5,,,Fase 4 (9° ano),1.0,0
RA-402,2024,Aluno-402,4M,4M,Feminino,2021,Pública,14.0,Quartzo,5.683064814833333,7.5,3.074074074,6.26,6.354166667,4.166666666666667,6.1175,10.0,0,3.0,3.5,6.0,,,Fase 4 (9° ano),3.0,0
RA-1589,2024,Aluno-1589,4M,4M,Feminino,2024,Pública,15.0,Quartzo,5.260851851866667,0.0,6.259259259333334,7.51,7.5,2.5,7.54,5.0,-1,3.0,2.0,,,,Fase 5 (1° EM),0.0,1
RA-1162,2024,Aluno-1162,4M,4M,Feminino,2023,Pública,14.0,Ametista,7.473167836266667,7.917,9.135672514666666,6.26,6.875,5.666666666666667,7.0375,10.0,0,4.0,7.5,5.5,,,Fase 4 (9° ano),1.0,0
RA-471,2024,Aluno-471,4M,4M,Feminino,2021,Pública,14.0,Ágata,6.635847117766667,0.0,7.027568922333333,7.51,7.708333333,5.5,8.0425,10.0,0,4.0,5.5,7.0,,,Fase 4 (9° ano),3.0,0
RA-416,2024,Aluno-416,4M,4M,Masculino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.700808577033333,8.751,8.972709551666666,7.51,8.541666667,8.0,9.13,10.0,1,8.0,7.5,8.5,,,Fase 3 (7° e 8° ano),3.0,0
RA-303,2024,Aluno-303,4M,4M,Masculino,2021,Pública,16.0,Ágata,6.2443426900666665,8.751,3.9520467836666664,7.51,6.875,5.666666666666667,7.535,5.0,-2,5.0,5.0,7.0,,,Fase 6 (2° EM),3.0,1
RA-418,2024,Aluno-418,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,12.0,Topázio,9.125183333366667,8.751,10.0,7.51,8.229166667,9.333333333333334,9.0475,10.0,1,9.5,8.5,10.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-419,2024,Aluno-419,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,14.0,Topázio,8.355707894766669,7.083,9.382456140666667,6.26,8.020833333,8.166666666666666,8.5475,10.0,1,6.5,8.0,10.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-420,2024,Aluno-420,4M,4M,Feminino,2021,Privada - Programa de Apadrinhamento,13.0,Ametista,7.544228947400001,8.334,9.557894737,6.26,7.8125,4.0,7.96,10.0,1,3.0,4.5,4.5,,,Fase 3 (7° e 8° ano),3.0,0
RA-1166,2024,Aluno-1166,4M,4M,Feminino,2023,Pública,16.0,Ametista,7.452799122766667,8.334,8.498245614,6.26,8.020833333,6.333333333333333,8.625,5.0,-1,5.0,7.0,7.0,,,Fase 5 (1° EM),1.0,1
RA-425,2024,Aluno-425,4M,4M,Masculino,2022,Pública,14.0,Topázio,9.016616666700001,10.002,10.0,6.26,8.229166667,9.0,8.8375,10.0,0,10.0,7.5,9.5,,,Fase 4 (9° ano),2.0,0
RA-1590,2024,Aluno-1590,4N,4N,Feminino,2024,Pública,15.0,Topázio,8.1907875086,7.917,8.267770876333332,7.51,10.0,8.666666666666666,8.806,5.0,-1,8.5,8.0,9.5,,,Fase 5 (1° EM),0.0,1
RA-1591,2024,Aluno-1591,4N,4N,Feminino,2024,Pública,16.0,Ágata,6.1707952862,7.083,6.430976431,7.51,8.125,3.5,7.064,5.0,-2,3.0,4.5,3.0,,,Fase 6 (2° EM),0.0,1
RA-273,2024,Aluno-273,4N,4N,Feminino,2021,Pública,16.0,Ágata,6.5991307798,9.168,7.323153899,6.26,8.125,4.5,6.896,5.0,-1,3.0,6.5,4.0,,,Fase 5 (1° EM),3.0,1
RA-1592,2024,Aluno-1592,4N,4N,Feminino,2024,Pública,15.0,Ágata,6.812545479666667,7.917,6.854727398333334,7.51,8.125,5.5,7.432,5.0,-1,4.0,7.5,5.0,,,Fase 5 (1° EM),0.0,1
RA-457,2024,Aluno-457,4N,4N,Feminino,2022,Pública,14.0,Topázio,8.5892756038,8.334,8.743961352333335,7.51,9.6875,8.666666666666666,7.77,10.0,1,8.0,8.0,10.0,,,Fase 3 (7° e 8° ano),2.0,0
RA-305,2024,Aluno-305,4N,4N,Masculino,2021,Pública,16.0,Ágata,6.693026811600001,8.334,7.898550724666666,6.26,7.8125,4.833333333333333,7.03,5.0,-1,3.0,3.0,8.5,,,Fase 5 (1° EM),3.0,1
RA-421,2024,Aluno-421,4N,4N,Masculino,2021,Pública,13.0,Topázio,8.488232329,8.751,9.540744978333334,7.51,9.0625,6.666666666666667,8.572,10.0,1,5.0,6.0,9.0,,,Fase 3 (7° e 8° ano),3.0,0
RA-1169,2024,Aluno-1169,4N,4N,Feminino,2023,Pública,15.0,Ágata,6.885305555533334,6.25,8.444444444333334,5.635,7.8125,6.833333333333333,6.8,5.0,-1,6.0,6.5,8.0,,,Fase 5 (1° EM),1.0,1
RA-1593,2024,Aluno-1593,4N,4N,Masculino,2024,Pública,15.0,Ágata,6.638525017333334,6.249,4.868875086666667,6.26,9.0625,6.5,8.538,5.0,-1,9.0,6.5,4.0,,,Fase 5 (1° EM),0.0,1
RA-1594,2024,Aluno-1594,4N,4N,Masculino,2024,Pública,16.0,Quartzo,5.731267287800001,9.585,6.112836439,6.26,6.25,3.0,5.996,5.0,-2,1.0,4.0,4.0,,,Fase 6 (2° EM),0.0,1
RA-283,2024,Aluno-283,4N,4N,Masculino,2021,Pública,16.0,Ametista,7.9444309524,8.751,9.761904762,6.885,7.8125,8.0,7.736,5.0,-2,6.5,8.0,9.5,,,Fase 6 (2° EM),3.0,1
RA-459,2024,Aluno-459,4N,4N,Masculino,2021,Pública,14.0,Ametista,7.233804589400001,7.917,8.454106280333333,5.635,7.8125,4.666666666666667,7.366,10.0,0,0.0,6.0,8.0,,,Fase 4 (9° ano),3.0,0
RA-454,2024,Aluno-454,4R,4R,Masculino,2021,Pública,17.0,Quartzo,5.8522943469666675,9.585,6.633138401666667,6.255,5.416666667,3.6666666666666665,5.833333333,5.0,-2,3.0,2.0,6.0,,,Fase 6 (2° EM),3.0,1
RA-1595,2024,Aluno-1595,4R,4R,Masculino,2024,Pública,14.0,Ágata,6.6599304233000005,8.334,7.949735449666666,6.26,7.395833333,2.3333333333333335,7.021666667,10.0,0,3.0,0.0,4.0,,,Fase 4 (9° ano),0.0,0
RA-1596,2024,Aluno-1596,4R,4R,Feminino,2024,Pública,17.0,Ametista,7.261016666766667,8.751,10.0,7.51,8.229166667,3.3333333333333335,8.226666667,5.0,-2,5.0,0.0,5.0,,,Fase 6 (2° EM),0.0,1
RA-170,2024,Aluno-170,4R,4R,Feminino,2021,Privada - Programa de Apadrinhamento,16.0,Ametista,7.646383333300001,9.168,8.5,5.635,7.604166667,8.0,8.028333333,5.0,-1,10.0,6.5,7.5,,,Fase 5 (1° EM),3.0,1
RA-1597,2024,Aluno-1597,4R,4R,Feminino,2024,Pública,16.0,Ágata,6.7187063492,7.5,8.412698412666666,7.51,8.125,2.8333333333333335,8.28,5.0,-1,2.0,0.0,6.5,,,Fase 5 (1° EM),0.0,1
RA-1171,2024,Aluno-1171,4R,4R,Masculino,2023,Pública,15.0,Ametista,7.6236817459,8.334,7.230158729999999,7.51,8.645833333,7.5,8.643333333,5.0,-1,5.0,9.5,8.0,,,Fase 5 (1° EM),1.0,1
RA-116,2024,Aluno-116,5A,5A,Feminino,2021,Pública,18.0,Ágata,6.337470707133334,8.334,7.535353535666666,5.635,6.875,4.5,6.73,5.0,-2,6.5,2.0,5.0,,,Fase 7 (3° EM),3.0,1
RA-217,2024,Aluno-217,5A,5A,Feminino,2021,Privada - Programa de Apadrinhamento,17.0,Ametista,7.4209164502,8.334,8.917748917666666,6.26,7.125,7.833333333333333,6.994,5.0,-1,9.0,7.0,7.5,,,Fase 6 (2° EM),3.0,1
RA-103,2024,Aluno-103,5A,5A,Feminino,2021,Privada - Programa de Apadrinhamento,15.0,Topázio,8.775268254,8.334,9.603174603333335,6.26,7.875,9.166666666666666,8.872,10.0,0,9.0,9.0,9.5,,,Fase 5 (1° EM),3.0,0
RA-178,2024,Aluno-178,5A,5A,Feminino,2021,Privada - Programa de Apadrinhamento,16.0,Ametista,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.166666666666667,6.53,10.0,0,2.5,2.5,7.5,,,Fase 5 (1° EM),3.0,0
